AGENT_CODE_HASH,ISSUE_DATE,POLICY_STATUS_DESC,PLAN_DESC,PLAN_GROUP,ANNUALIZED_PREM_PESO,MODAL_PREMIUM_PESO,BILLING_MODE,POLICY_NO_HASH
8779602045622325555,2021-01-04,PREMIUM PAYING,SOLID COVER,VUL,25000.0,25000.0,12.0,4937922559300970674
13661643219127984980,2020-12-28,PREMIUM PAYING,SOLID COVER,VUL,30000.0,2500.0,1.0,6633982998401541638
13661643219127984980,2018-12-19,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,5681684296388532681
18383536877802225371,2021-12-28,AUTOMATIC PAID-UP,I-SHIELD PRIME 1000,TRAD,10000.0,10000.0,12.0,10915875818706184212
2119859051444529333,2020-12-14,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,4648894649185679482
1955031202436203835,2020-09-29,EXPIRED,I-SHIELD PRIME 500,TRAD,5000.0,5000.0,12.0,5365939010220792153
6590920796789518876,2020-09-02,LAPSED,WEALTH SECURE GLOBAL,VUL,60000.0,5000.0,1.0,6475344539310749348
14428735612536650638,2022-01-24,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,30000.0,7500.0,3.0,6799251637146506387
12751127943774182754,2019-07-22,AUTOMATIC PAID-UP,PROMINENCE,VUL,500000.0,500000.0,12.0,7330818386629112274
16038835069073092963,2022-01-06,PREMIUM PAYING,WEALTH SECURE,VUL,9999.96,833.33,1.0,6227922035444535762
6952461655007171051,2022-01-04,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,2375602165818904529
7797186264837330443,2020-12-03,PREMIUM PAYING,WEALTH ASSURE GIO,VUL,120000.0,60000.0,6.0,15127907837471765325
13169195916478740516,2018-12-06,LAPSED,WEALTH SECURE,VUL,12000.0,1000.0,1.0,4805308180784180389
7556538101427457654,2018-11-29,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,800029319568549348
11960545505026873824,2018-07-19,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,2159022571963690931
18166568440739686205,2021-01-11,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,8526441014534985348
323311555846642834,2019-11-04,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,25000.0,6.0,5810043185927351771
14587705764948673291,2020-02-12,PREMIUM PAYING,WEALTH ASSURE,VUL,100000.0,100000.0,12.0,12821447701849116193
4201319482612101829,2019-12-27,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,12290272981098618791
2916674338639057128,2019-01-29,PREMIUM PAYING,SECURITY,VUL,50000.04,4166.67,1.0,11178290277272825225
5067922872585176542,2021-11-16,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,13360182431358740549
9407718453020943780,2021-10-08,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,16000000.0,16000000.0,12.0,15179450033172436153
5948224993512245084,2022-01-31,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,15000.0,6.0,13618174628607135292
5948224993512245084,2022-01-31,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14061077801814051856
8160158344499703368,2018-10-16,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,15000.0,3.0,3969920077616125222
3930624428684432140,2018-10-18,LAPSED,WEALTH SECURE,VUL,18000.0,4500.0,3.0,12719941771320635093
3715145301841010926,2021-07-08,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14562932296830607255
2562842073562876537,2019-07-10,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,6481960030998420811
11960545505026873824,2018-08-17,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,17261006095285387660
3342434375418495640,2019-07-04,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5627214681182960731
642139532349699885,2021-09-15,PREMIUM PAYING,BASIC ASSURE 10,TRAD,70199.88,5849.99,1.0,17685156275348436461
2293324471961868199,2020-06-24,PREMIUM PAYING,SOLID FUTURE,VUL,30000.0,2500.0,1.0,12506512972728729907
15028913672461083542,2018-04-18,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,24000.0,12000.0,6.0,8357685424154024217
11960545505026873824,2018-08-17,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,16642509964304844957
4201319482612101829,2018-05-29,LAPSED,WEALTH SECURE,VUL,60000.0,5000.0,1.0,9980960584451739549
4201319482612101829,2019-12-23,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,146309124166988757
15028913672461083542,2018-04-18,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,18000.0,1500.0,1.0,17616125268161777651
2916674338639057128,2018-07-16,SURRENDERED (COMPUTED),SECURITY,VUL,50000.04,4166.67,1.0,5915336722949604023
16356122750640008656,2020-10-22,PREMIUM PAYING,WEALTH ASSURE GIO,VUL,120000.0,10000.0,1.0,9833955971408295437
4201319482612101829,2020-12-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,11504117466129874592
4201319482612101829,2020-12-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,15497990566877691939
4201319482612101829,2020-12-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,16633634604135827382
4201319482612101829,2020-12-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,14923706965498081875
4201319482612101829,2020-12-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,4337309963915141017
2562842073562876537,2018-11-26,LAPSED,WEALTH SECURE,VUL,60000.0,5000.0,1.0,8060377803793366289
16659122569599133810,2020-10-06,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,6507597947726847103
4538799288880480028,2021-05-31,PREMIUM PAYING,WEALTH ASSURE GIO,VUL,120000.0,30000.0,3.0,6192190747905493613
2562842073562876537,2019-07-16,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,9000.0,3.0,17071251314824849584
3342434375418495640,2020-07-27,PREMIUM PAYING,WEALTH ASSURE,VUL,79999.92,6666.66,1.0,14694503489543594589
3342434375418495640,2020-02-18,LAPSED,SOLID COVER,VUL,24000.0,2000.0,1.0,17557323133648146308
6565330482902578396,2021-06-02,PREMIUM PAYING,SOLID COVER,VUL,25000.0,6250.0,3.0,1205877664803013223
5267486601167434479,2018-12-21,LAPSED,WEALTH SECURE,VUL,12000.0,3000.0,3.0,9471314782597865634
4201319482612101829,2018-05-30,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,2500.0,3.0,8141348044302794345
5791095841747760392,2018-07-11,PREMIUM PAYING,WEALTH ASSURE,VUL,80000.0,80000.0,12.0,11104617292674606347
6565330482902578396,2021-05-18,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,36000.0,12.0,8619753784061578258
2916674338639057128,2019-07-19,AUTOMATIC PAID-UP,PROMINENCE,VUL,500000.0,500000.0,12.0,13139407033099985724
4201319482612101829,2021-08-13,PREMIUM PAYING,WEALTH ASSURE,VUL,84000.0,7000.0,1.0,10079996907130993142
18166568440739686205,2020-12-14,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,17667669625319364560
2916674338639057128,2021-06-30,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,100000.0,100000.0,12.0,8166685595849714251
15028913672461083542,2019-06-22,PREMIUM PAYING,SOLID COVER,VUL,20000.0,5000.0,3.0,12917124068720269606
2562842073562876537,2021-12-31,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,9052559156550828931
16851933725842982053,2022-01-07,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,11621529983180243041
4972844528395632579,2018-06-22,PREMIUM PAYING,WEALTH SECURE,VUL,20000.0,20000.0,12.0,15548499050871331158
4201319482612101829,2021-12-23,AUTOMATIC PAID-UP,I-SHIELD PRIME 1000,TRAD,10000.0,10000.0,12.0,10596101789389192711
11227718154044257118,2019-07-15,LAPSED,WEALTH SECURE GLOBAL,VUL,50000.0,12500.0,3.0,5513239335792322148
12358314025377631584,2020-08-18,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,15998075274363449225
11992792441902062851,2021-04-05,PREMIUM PAYING,SOLID FUTURE,VUL,24000.0,2000.0,1.0,6925555716672233307
12295179465614215234,2021-01-29,PREMIUM PAYING,SOLID FUTURE,VUL,24000.0,2000.0,1.0,3770606410602964340
17892458550391006661,2021-12-01,PREMIUM PAYING,BASIC SECURE 10,TRAD,19380.0,19380.0,12.0,7440944122279853810
11348454567586184968,2021-11-15,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,1171231528976297234
4201319482612101829,2021-12-23,AUTOMATIC PAID-UP,I-SHIELD PRIME 1000,TRAD,10000.0,10000.0,12.0,15105942665524327855
2916674338639057128,2019-06-04,PREMIUM PAYING,SURE COVER,VUL,60000.0,5000.0,1.0,15840270089504334050
2916674338639057128,2019-06-04,PREMIUM PAYING,SURE COVER,VUL,24000.0,2000.0,1.0,17827369046012347697
7322561156063779308,2018-06-11,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,15000.0,1250.0,1.0,7402572385592295002
1104918625062829232,2022-03-08,PREMIUM PAYING,SOLID COVER,VUL,25200.0,2100.0,1.0,9120421035369849906
2562842073562876537,2019-11-15,LAPSED,WEALTH ASSURE,VUL,80000.0,20000.0,3.0,3106807039095966753
5067922872585176542,2020-06-23,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,11076413364798069959
685121458198625344,2018-02-08,PREMIUM PAYING,WEALTH ASSURE,VUL,100000.0,100000.0,12.0,6196572366030603530
17231343091460200218,2019-10-17,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.04,4166.67,1.0,9932566349617877073
13045044079023021789,2021-08-25,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,500000.0,500000.0,12.0,8816699897581577242
13045044079023021789,2021-11-26,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,500000.0,500000.0,12.0,14685404976137523351
13045044079023021789,2021-11-26,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,500000.0,500000.0,12.0,7203265114962579355
15697014065616292595,2019-10-31,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,831131453404642990
13045044079023021789,2021-11-16,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,500000.0,500000.0,12.0,17965869196678092145
13045044079023021789,2021-04-30,AUTOMATIC PAID-UP,PROMINENCE,VUL,20000000.0,20000000.0,12.0,3037460100750037648
7372131508783289786,2020-11-18,LAPSED,WEALTH SECURE GLOBAL,VUL,50000.04,4166.67,1.0,15321263954038939802
12493376406309122136,2020-11-19,LAPSED,SOLID COVER,VUL,60000.0,5000.0,1.0,14090958629289730809
17978496228854175612,2021-09-16,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,18281428281540993638
13199299187250787964,2019-11-29,PREMIUM PAYING,SURE COVER,VUL,30000.0,15000.0,6.0,2992728330869700995
12083053026410625232,2021-03-22,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5549394890508125907
13045044079023021789,2021-07-22,PREMIUM PAYING,ASSURANCE,VUL,50000.0,50000.0,12.0,10371084886629041158
16432535015959373781,2022-02-16,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,13806966435967707563
5261589053010147626,2021-07-28,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,4644492544332161279
17978496228854175612,2021-12-07,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,8702420767677173980
13045044079023021789,2021-05-10,AUTOMATIC PAID-UP,PROMINENCE,VUL,7000000.0,7000000.0,12.0,7958737096774587271
10866622759001029101,2019-08-14,LAPSED,WEALTH SECURE GLOBAL,VUL,60000.0,5000.0,1.0,4947932011336694317
17978496228854175612,2020-11-27,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,12972649212349941018
13199299187250787964,2019-11-19,LAPSED,ASSURANCE,VUL,60000.0,5000.0,1.0,11649915984882102915
4267383779705560787,2021-03-01,PREMIUM PAYING,WEALTH SECURE HEALTH,VUL,36000.0,3000.0,1.0,16224302311560290321
13348711647392518863,2018-12-18,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,3470151766208083871
16280693211190201564,2019-07-26,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,9384930984108900048
14410911746213410539,2019-12-24,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,11307703369107185683
17121716772877065954,2022-02-10,PREMIUM PAYING,WEALTH ASSURE,VUL,100000.0,100000.0,12.0,7382009663944583203
685121458198625344,2019-06-17,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,13970921661206323402
10129616213995861967,2020-03-17,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,10000.0,1.0,11052882840989161029
16280693211190201564,2021-01-04,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,8813052082143518411
17210206622268995283,2018-11-26,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,1394122858578876357
17978496228854175612,2018-11-12,LAPSED,WEALTH SECURE,VUL,10000.0,2500.0,3.0,15955965266779588947
17978496228854175612,2021-06-09,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,50000.0,12.0,14953864282170252066
17415490265829204640,2021-09-14,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,60000.0,60000.0,12.0,8898704541769646149
13045044079023021789,2021-06-23,PREMIUM PAYING,ASSURANCE,VUL,50000.0,50000.0,12.0,12663011399990112362
12844977161742287434,2019-12-13,LAPSED,SOLID COVER,VUL,30000.0,7500.0,3.0,715854297018086685
2533941165681473425,2021-11-29,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,7394741813647654781
7461059040537153596,2022-01-17,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,2500.0,3.0,10896721690668387990
13045044079023021789,2021-03-12,AUTOMATIC PAID-UP,PROMINENCE,VUL,500000.0,500000.0,12.0,13763981285955824046
2533941165681473425,2021-06-22,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,8360574969425428987
8234299820739616350,2021-08-18,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10839611308018539863
5443317343982223363,2021-02-19,PREMIUM PAYING,SOLID COVER,VUL,25000.0,6250.0,3.0,16034139463672403939
17210206622268995283,2020-01-16,SURRENDERED (COMPUTED),WEALTH ASSURE,VUL,120000.0,10000.0,1.0,17339781155049633511
12246372943712249930,2020-11-05,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,418404151973619909
17663781837070473846,2018-08-16,AUTOMATIC PAID-UP,PROMINENCE,VUL,500000.0,500000.0,12.0,6158545887997497043
13045044079023021789,2021-11-17,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,2000000.0,2000000.0,12.0,7454181931307795725
13045044079023021789,2021-11-17,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,2000000.0,2000000.0,12.0,7493661360583652812
10866622759001029101,2019-09-12,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,3874775815008586
17415490265829204640,2018-04-26,SURRENDERED (COMPUTED),DOLLAR WEALTH BUILDER,VUL,260750.0,260750.0,12.0,16731166219887109566
13045044079023021789,2018-05-23,AUTOMATIC PAID-UP,PROMINENCE,VUL,1000000.0,1000000.0,12.0,9526541785040048643
4952480761802988758,2021-06-16,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,6896447174948279014
10867597229770908151,2021-12-13,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,16376402840170205258
16280693211190201564,2019-08-29,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,9000.0,3.0,14791150401313702192
7266529728754227053,2021-12-21,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,3331852568147762320
16280693211190201564,2020-09-03,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,9000.0,3.0,7385833845496719405
7415293600421297241,2019-09-24,LAPSED,WEALTH SECURE HEALTH,VUL,30000.0,7500.0,3.0,7431800068714931625
13045044079023021789,2019-07-11,LAPSED,SURE COVER,VUL,24000.0,2000.0,1.0,14751053906133483321
13715196422868801331,2022-03-23,PREMIUM PAYING,WEALTH ASSURE EDUCATION (HIGHSCHOOL TO COLLEGE),VUL,250000.0,250000.0,12.0,191772404022416648
685121458198625344,2019-08-13,PREMIUM PAYING,WEALTH ASSURE HEALTH,VUL,150000.0,150000.0,12.0,1056437009512860709
10866622759001029101,2019-12-19,LAPSED,SOLID COVER,VUL,20400.0,5100.0,3.0,12670238512415522468
13045044079023021789,2021-07-19,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,5000000.0,5000000.0,12.0,13518816330981384258
13199299187250787964,2018-09-21,LAPSED,ASSURANCE,VUL,50000.0,12500.0,3.0,10365864106675729969
17231343091460200218,2019-11-18,PREMIUM PAYING,WEALTH ASSURE,VUL,79999.92,6666.66,1.0,8108891818849012582
17210206622268995283,2019-10-17,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14335518492396313160
4569878117184488387,2021-12-07,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,2500.0,3.0,9111611489291056609
6475960009273784936,2019-02-19,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,14772504648640030761
9594624863385122858,2020-07-21,PREMIUM PAYING,WEALTH ASSURE,VUL,84000.0,7000.0,1.0,4474395610216624771
13577244342594359562,2022-03-09,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,4374702282387993709
7092915748334322861,2020-06-26,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,9000.0,3.0,13891850150579952361
14945129102181751801,2020-08-27,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,60000.0,6.0,14992944393199102713
997090672527317157,2020-08-03,LAPSED,SOLID COVER,VUL,30000.0,30000.0,12.0,5422004057195070927
4330062204180531933,2019-09-17,LAPSED,WEALTH ASSURE,VUL,99999.96,8333.33,1.0,9044652358345242136
3051494356789116017,2018-12-21,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,5726641898836232441
13968203021867915756,2018-10-04,LAPSED,WEALTH SECURE,VUL,24000.0,2000.0,1.0,1997197918191859375
16477110884918744024,2021-10-06,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,2500.0,3.0,4293686861075437632
6397752151549952973,2020-06-25,PREMIUM PAYING,WEALTH ASSURE HEALTH,VUL,80000.0,20000.0,3.0,14214186177250705972
615983699637743865,2021-01-23,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,50000.0,12.0,8832859563033126300
9450253378338818221,2021-05-11,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,7344491503829947931
15167715638441330321,2020-08-25,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5099795551402282365
6397752151549952973,2019-11-20,PREMIUM PAYING,WEALTH ASSURE EDUCATION (COLLEGE),VUL,154470.76,38617.69,3.0,8051752424431115793
2536358328451493444,2020-02-28,EXPIRED,I-SHIELD PRIME 500,TRAD,5000.0,5000.0,12.0,3926900222938537427
7092915748334322861,2019-04-06,PREMIUM PAYING,SOLID COVER,VUL,20000.0,5000.0,3.0,15682860033206863498
15167715638441330321,2019-12-26,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10005680872633095393
4624985594589928234,2021-12-07,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,5048466148898789375
657659575918156063,2019-01-21,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,15000.0,6.0,13859379342097764529
7586777510150665064,2021-01-20,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,605329710984306015
9450253378338818221,2021-04-13,LAPSED,WEALTH SECURE,VUL,36000.0,9000.0,3.0,18326712925626603579
2536358328451493444,2019-10-11,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,9556174944505111259
9846371251585975948,2021-07-15,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,15656442477917747765
11052777480000017371,2021-01-14,SURRENDERED (COMPUTED),WEALTH ASSURE GLOBAL,VUL,120000.0,60000.0,6.0,7827681578963247769
12401246310617472478,2019-05-21,PREMIUM PAYING,SURE COVER,VUL,30000.0,2500.0,1.0,8518637954778484409
2536358328451493444,2019-03-01,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,12251493445141910412
12151027419291973835,2019-03-25,PREMIUM PAYING,WEALTH SECURE,VUL,40000.0,10000.0,3.0,10281671168686434981
997090672527317157,2019-10-04,PREMIUM PAYING,WEALTH SECURE,VUL,45000.0,45000.0,12.0,5617689612593339984
5157070976858020983,2018-10-25,PREMIUM PAYING,ASSURANCE,VUL,100000.0,25000.0,3.0,4411705701306484666
17456313907532422785,2020-01-02,PREMIUM PAYING,WEALTH ASSURE,VUL,200000.0,100000.0,6.0,7857286565784207858
